p_id,review,review_en
g33,최고예요. 들어갈때 클로징시간도 못듣고 들어감 미리 돈넣었는데 (한시간말고 2~3처넌단위로) 어떤 아줌마가 갑자기 문열더니 2시반에 끝난다고 막무가내로 나가라함 돈환불도 없고 배째라는식이고 시스템이 그렇기때문에 환불이 안되네 불이 자동으로 꺼지내 뭐네 ㅡㅡ 묻지도않은 말을 계속함.. 몇천원 아닌거로 기분상하도 말이 아다르고 어다른데 어이없음,"It's the best. I didn't even hear the closing time when I went in, and I put in the money in advance, but a lady suddenly opened the door and told me to go out because it ended at 2:30. There's no refund, there's no refund, there's no refund, there's no refund, the system is like that, so the lights automatically turn off -- you didn't even ask. I don't know what to say even though it's not thousands of won."
e39,"방탈출 도장깨기할겸 가봤는데 재밌었어요. 재미있는 테마도 많고 직원들도 친절해서 만족스러운 방탈출 이였습니다.^^. 알바 진짜 ○ 싸가지 없네요 남자 포마드 머리 카운터 담당 ㅋㅋㅋ 왜 쓰는지? 짜르세여 ㅋㅋ ○같음. 방은 어렵지만 장치가 좋고, 어려워서 재밌는데 힌트 요청을 위해서 알바한테 인터폰하는 순간부터 모든것이 짜증나집니다

진심 알바 무슨 생각으로 이런애들쓰세요?
깡패도 아니고 힌트요청했더니
짜증내면서 해보세요 라니 말이됩니까? 
첫 힌트 요청에 알바가 짜증내는 소리를 들어야한다니 기분나쁘네요

그냥 그거 읽어보세요
그냥 그거 해보세요
라는 등 힌트가아니라 그냥 거기 나온 단서 다시읽으라는 소리뿐입니다.
힌트가무제한이면 뭐해요
힌트가아니라 남 짜증나는 소리 요청아닙니까?
 
 방탈출의 재미는 모두 증발합니다.
 잠실 말고도 앞으로 마스터키와는 이별해야 겠어요


접기. 테마 다 재밌게 플레이 했고 좋았습니당",
d213,"여기 아직도 영업하나요...; 핵쓰레기임 아저씨사장이 돈이 좀 있나봄ㅋ 절대가지마세요 특히 커플들절대가지마세요 가지말라면 가지마세요ㅠㅠㅜㅜㅠㅠㅠㅠㅠ 그리고 거기 아이스크림스푼? 일회용스푼 재활용해요 (그러면서 베라도 그런다는 터무니없는 소리함) 사장은 리뷰도안보는거같은데 제발절대가지마세요 별점좀보고가세요ㅠ. 사장님 서비스 마인드 없음. 불친절. 다른데 가세요~~~~~~~~ 기분 겁나나쁨. 최악, 알람안해주고, 아저씨 진짜 재수없어요, 먹을것도 없고 눈 안좋아서 집어서 볼려고 했더니 그거 아닙니다 추가요금 내야합니다 이ㅈㄹ ㅡ.,ㅡ  화장실은 남녀 떨어져있는데 오픈이여서 다들리고 문도 안잠겨요  . 그냥 물어보려고 전화했는데 정말 말투 안좋으시네요. 바로 끊으시는검 영업항 생각 없으신것 같아요 :) 다신 안가용. 노래방이... 노래방 시스템이 아니고 컴퓨터 질러넷 프로그램이네요. 화질도 소리도 다 구립니다. wii는 딴 데서 안 해봐서 딴 데도 이런진 모르겠으나 일단 노래방으로는 완전 비추;;","Are you still open here?Mr. President of Hackpot Garbageim must have some money. Never go Especially, couples, never go. If you don't want to go, don't go.And the ice cream spoon there? I'm recycling disposable spoons. Look at the stars. Boss, no service mind. Unkindness. Go somewhere else.~~~~~~~ I feel bad. Worst of all, no alarm, you're so annoying, there's nothing to eat, there's nothing to see, so I was going to pick it up and see, but that's not it. I have to pay extra. The bathroom is separated by a man and a woman, but it's open and it's hard to lock. I just wanted to ask you, but you really don't talk well. I don't think you're thinking about going to the D.O.A. again. Karaoke... It's not a karaoke system, it's a computer zilanet program. The quality and sound are terrible. I don't know if it's like this elsewhere because wii hasn't done it elsewhere, but it's completely illuminated in the karaoke room;"
g34,천원 두 곡인데 시설이 매우 좋음,Two thousand wons and very good facilities.
f312,"할것도 많고 재밌긴 한데 주말3시쯤 여자알바생 서비스직 하면서 말투가 왜그런지 모르겠네요 어서오세요ㅡㅡ 열쇠주세요ㅡㅡ 이럼ㅋㅋㅋㅋㅋㅋ 그런일할거면 인상좀 펴고 하세요 손님 기분 더러워져요.. 다른 직원들은 괜찮았어요. 건대 모두막 놀거리도  많고 먹을거리도  다양해 처음가서 3시간 놀았네요. 나의 아지터로  찍었어요.~ 직원분들 친절하시구요^^ . 놀거리도 많지만 그다지 친절하시지 않고 난잡한 느낌. 그냥 지나가다 별기대없이 여자친구랑 들렸는데 재미지게 놀다가요. 다음에 근처에 가게되면 꼭 다시 들리겠습니다 사진 많이 찍고 가요~~. 주말이라 사람 많은건 알겠는데 사람빠지면 연락준대서 대기까지 걸어놨었습니다. 그리고 그날따라 너무 덥고 걸을 힘이 없어서 계단쪽에서 기다리고 있었습니다. 대략 1시간정도? 나오는 팀은 4팀정도 되던데 부를생각을 안하더라구요ㅋㅋㅋㅋㅋㅋㅋ 1시간 기다리다가 짜증나서 걍 갔는데 그날 전화 한통도 안왔습니다. 부를생각이 없었던거죠; 
갈생각도 없지만 건대 가더라도 이쪽은 가지도 않을겁니다. 
별점 1개도 주기싫은데 하나라도 해야되서 1점 줍니다^^ 접기",
g2414,싸고 깨끗하고 좋아요 맨날 여기만 갑니당,"It's cheap, clean, and nice. I always go here."
b110,너무 좋다,It's so nice.
a40,좋아요. 조아용. 별로예요,"Okay, Joa-yong, I don't like it."
a115,일단 카운터 여자직원분이 진짜 불친절하고 두번에 한번꼴로 레일이 걸리는데 항의할때마다 눈살찌푸리면서 뭐라하네요 진짜 기분나빴습니다 제발 이 동네에 다른 볼링장좀 있었으면 좋겠습니다 여기밖에 없으니까 사람들이 여기로 몰리는건데 웨이팅 한시간이상하고 이정도 퀄리티에 돈 다내기 진짜 싫습니닼ㅋㅋ. 카운터 여자직원분이 되게 불친절하고 공이 깨진게 몇개있더라고요  그리고 기계오류때문에 볼링핀이 혼자넘어지거나 못쳤는데 점수가 추가되는 현상있었습니다. . 진짜 저희팀이 볼링을 잘 못해서 자꾸 레일에 걸리니까 화내시네요 전 지금까지 여기 많이 오면서 오늘 처음 걸렸는데 저희 팀원이 걸렸다고 저한테 부모님이 물어주실거냐고 망가지지도않았는데 5000만원을 물어내라고 하시네요  누굴바보로 아는지 진짜로여기 여성 직원분들 인신공격을 하고 싶을 정도로 쓰레기시네요                                 진짜  정기적으로 볼링장 온다고  막 대하고 올때마다  표정 찡그리는 여자 직원들 짜증네요2주마다 온다고 진짜 우리가 호군줄 아나? 진짜 내가 장담하는데 아주머니 직원 2명 안짜르면 여긴 망한다 평점0점주고 싶다접기. 2점보다 낮게 줄순 없는건가요? 서비스 완전 별로입니다.레인 청소도 안하는지 한두번 굴리니 손이 시꺼매지고공도 깨진게 좀 있던데 관리를 안하시나봐요시설은 완전 구식이고요번창하세요^^. 이쁜이  알라뷰~,"First of all, the female counter staff is so unfriendly and she gets caught twice, and every time she protests, she scolds her eyes and says something. I felt really bad. I wish there was another bowling alley in this town. There's only this place, so people are flocking here. Do you really hate to pay for the quality of the wait for more than an hour of waiting? The female counter staff was very unfriendly and there were a few broken balls. And there was a phenomenon where bowling pins were not able to fall over alone due to machine errors, but the score was added. My team is really bad at bowling, so they're getting angry because I'm getting caught on the rails. I've been here a lot so far, and my parents are asking me to pay 50 million won for my team member.  Who do you think you're a fool? You're such a junkie here that you want to make personal attacks on female employees.                                 It's annoying to see the female staff frowning every time they come to the bowling alley on a regular basis. They're coming every two weeks. Do you think we're making a big fuss? I'm telling you, if you don't hire two of your staff, you're doomed. I want to give you a zero rating.Folding. Can't you lower than 2 points? The service is terrible.I rolled it once or twice to see if you didn't clean the lane, and your hands were black and some balls were broken, but you don't seem to be taking care of them.The facilities are completely old-fashioned. They're sunny.I love you, pretty girl."
c72,2015.4.28일 업데이트 이후 새로운 만화를 업데이트 안하는데 이유는,"We do not update new cartoons after the April 28, 2015 update because"
e24,"최악 서비스 최악 융통성 하나도 없음. 명불허전 홍대 최고 방탈출 카페. 싸이코메트리 강추합니다.  직원분들 사무적인 태도는 어쩔 수 없다 생각하고, 필요한 설명은 다 해주셔서 괜찮았어요! . 한 여자직원 진짜 불친절의 끝판왕. 물어보면 짜증내는 말투에 설명도 귀찮아서 해주는 티 팍팍.. 빨리 끝내고 싶어서인지 말 못 알아듣게 랩함.. 아웃싸이더보다 빨라... 기분좋게 방탈출하러와서 이 직원땜에 기분 다 망침..  . 세르게이도 하기 의견에 동조. 남사장인지 남직원인지 서비스 최악. 본인이 서비스를 제공한다는걸 좀 깨달았으면. 웬만해서는 비추후기 안쓰는데... 직원 불친절때문에 방태기 와서 몇달간 방탈출 쉬었음. 그 후 다른 방탈출 간만에 하고 너무 비교되서 적는 후기.
설명도 무뚝뚝하고 초보자라고 하니 다른 테마 이용할 것을 권유하길래 그냥 테마만 즐기면 된다고 했더니 탐탁치 않은 표정... 내 돈 내고 내가 탈출 못해도 된다는데 왜 본인이 떨떠름해 하시는지는 모르겠지만 일단 설명 듣고 방 입장함.
라이브 테마 이용했는데 장치 예민도가 극악수준... 들어가기 전 미리 고지를 받았으나 살짝 돌리는 정도나 내려놓는 정도로 장치가 작동을 안하는거면 장치 문제 아닌가 싶은데 왜 대놓고 빡친 표정을 짓고 한숨을 쉬시는건지... 아 씨 이러는 것도 들음 잘못 들은줄?
탈출 실패해서 스토리 설명 장치 이용방법 듣는데 내내 눈치만 보다 나옴. 본인 생각에만 살살 한거 아니냐 할까봐 노파심에 덧붙이는데 악력 8-11에 근력량 부족이라 세게 하고 싶어도 못합니다...............
눈 똘망한 직원은 싹싹하고 친절하던데 이 직원이 처음부터 끝까지 설명해주는거 아니면 그냥 나오시는게 마음이 편하실 듯.접기. 최악 서비스 최악 융통성 하나도 없음. 명불허전 홍대 최고 방탈출 카페. 싸이코메트리 강추합니다.  직원분들 사무적인 태도는 어쩔 수 없다 생각하고, 필요한 설명은 다 해주셔서 괜찮았어요! . 한 여자직원 진짜 불친절의 끝판왕. 물어보면 짜증내는 말투에 설명도 귀찮아서 해주는 티 팍팍.. 빨리 끝내고 싶어서인지 말 못 알아듣게 랩함.. 아웃싸이더보다 빨라... 기분좋게 방탈출하러와서 이 직원땜에 기분 다 망침..  . 세르게이도 하기 의견에 동조. 남사장인지 남직원인지 서비스 최악. 본인이 서비스를 제공한다는걸 좀 깨달았으면. 웬만해서는 비추후기 안쓰는데... 직원 불친절때문에 방태기 와서 몇달간 방탈출 쉬었음. 그 후 다른 방탈출 간만에 하고 너무 비교되서 적는 후기. 설명도 무뚝뚝하고 초보자라고 하니 다른 테마 이용할 것을 권유하길래 그냥 테마만 즐기면 된다고 했더니 탐탁치 않은 표정... 내 돈...더보기",
b132,운동+산책. 날씨 좋은 요즘 산책하기 너무 좋아요,Exercise + walking. The weather is so nice these days.
g216,사장님이 친절하세요 화이트데이라고 사탕 받았네요ㅋㅋ,The boss is kind. I got candy for White Day.LOL
g29,500원 2곡에 24시간 하는게 정말 좋아요!,It's really good to do 24 hours for two 500 won songs!
g229,월곡역 주변에서 가장 좋은 거 같아요 시설도 깨끗하고 마이크 음질도 좋고 무엇보다 아주머니께서 엄청 친절하세요 밤에 혼자갔는데 아무 말씀도 없이 곡 추가해주시고 늘 웃는 얼굴로 반겨주세요!!!! ,"I think it's the best place around Wolgok Station. The facilities are clean, the sound quality of the microphone is good, and above all, the lady is very kind. I went alone at night, but without saying anything, please add a song and welcome me with a smile!"
c81,조용하고 아늑해요!!!. 최고예요,It's quiet and cozy!!! It's the best.
g211,사무실근처라 그런지 천원에 2곡 100점나외도 한곡더 없어요...ㅠ,"I don't know if it's near the office, but I don't have one more song for 1,000 won...ᅲ"
e310,방탈출 가성비 갑갑갑!!. 직원분들도 친절하시고 장치도 많고~ 재밋게 하고 갑니다.방탈출 60번정도 해봤는데  여기 최고네요!. 최고예요. 쏘우 하고왔는데 장치가많은 미이룸이라 역시 방탈출은 장치방인듯 ㅋㅋ 미이룸2호점은 초보분도 어려움없이 즐탈하겠네요 직원분 친절함ㅎㅎ,"The cost-effectiveness of room escape is overwhelming!! The staff members are kind and have a lot of equipment~ We had a lot of fun.I've done room escape about 60 times and this place is the best! It's the best. I came after Saw, but since it's a room with a lot of devices, I think the escape room is a device room. LOL. The 2nd store will be easy for beginners. The staff is kind."
e23,손님에게 왜 그런 말투로 이야기하시는건지 모르겠네요. 힌트도 대충 설명해줘서 계속 물어보느라 시간가고 ... 다 자물쇠밖에 없어요 ㅠㅠ . 불친절. 킹스맨 재미있어요,"I don't know why you're talking to a customer like that. He gave me a rough explanation of the hints, so I've been asking all the time... They're all locks. Unkindness. Kingsman is fun."
a112,볼링장시설은깨끗하고  마쳔히칠수있어참좋습니다  근데프리타임이용에대한제약이점점  많아지는듯하네요  처음에이용했을때는아는사람을만나더라도  편안히혼자서레인을이용할수있어  시간에비례하여맘껏칠수있었는데  오늘도연휴라프리타임을이용하러갔는데  레인사용에제약을주시더군요  16레인중에10레인이상이남아있었는데요  그래서즐건맘으로갔다가~~맘이좀~~  시설은좋습니다,"The bowling alley facilities are very nice because they can be clean and clean.  But there seems to be more and more restrictions on free time use.  When I first used it, I could comfortably use the lane alone even if I met someone I knew, so I could do it in proportion to the time, but today I went to use the Hura Free Time and they restricted me from using the rain.  Of the 16 lanes, there were more than 10 lanes left.  So I went to enjoy myself.The facilities are good."
c75,룸 까페가아닌   진정한 북까페 !!,"It's not a room cafe, it's a real book cafe!"
a47,장소도 넓고 여러사람들과 게임하기도 좋습니다. 다만 엘리베이터가 많이 불편했었습니다.,The place is wide and it is good to play games with many people. But the elevator was very uncomfortable.
c810,최고예요,It's the best.
e114,오 알바생 정말 불친절하네요. 다른 지점은 안 이런데 서비스 측면은 기대하지 말고 가세요.. 직원들이 너무 불친절해요 2호점 테마 하세요...여기 테마 홍대나 부평에도 있어요 가능하면 다른 지점 추천드립니다. 알카트라즈 꿀잼 입니닼ㅋㅋ 친구들이랑 정말 즐겁게 한테마에요! 추추. 테마 완벽 재미 완벽 그거면 충분합니다. 지금 껏 방탈출 대여섯 곳은 가봤는데 그 중에서 가장 신선한 것들이 많았어요. 어려운 퍼즐이나 개연성 같은 것보다 새롭고 놀랍고 신기한 요소들에 5점 줍니다.,"Oh, part-timer, you're so unkind. No other branches are like this, but don't expect service. The employees are so unfriendly. Do the theme of the second store...It's also here in Hongik University or Bupyeong, so if possible, I recommend another branch. Is Alcatraz a lot of fun? I really enjoyed it with my friends! Perfect theme, perfect fun, perfect. That's enough I've been to five or six room escape rooms so far, and there were many of the freshest ones. Five points are given to new, amazing and novel elements rather than difficult puzzles or probabilities."
a85,분위기는 좋습니다. 가격이 비싸서 그렇지,The atmosphere is good. It's because it's expensive.
b2713,최고예요,It's the best.
c43,다 좋아용,Everything's good.
g1612,"밖에서 이벤트 보고 왔는데 이미 끝난 이벤트였음, 그리고 알바인지 사장인지 정말 심히 불친절하였음, 그걸 피드백 주니까 퇴실조치 시키대? 제발 문 닫길. 마이크 소리도 크고 빵빵. 무엇보다 방이 커서 좋아요!! 너무 작으면 무슨 오락실 노래방같아서 답답한뎅 여긴 커서 조음. TJ 기계에. 방음이 조금 아쉬운 것 빼고는 시설 좋고 한방에 3명이서 넉넉하게 놀 수 있어요. 남성 직원분이셨는데 친절했습니다.. 직원인지 사장인지 정말 불친절하고 시설도 체인점인거에 비해 깔끔하지 못한 느낌이었어요. 지하라서 그런지...다른곳 이용하는게 나을거 같아요","I saw the event outside, and it was already over, and I was very unfriendly whether it was a part-time job or a boss, and they gave me feedback and asked me to check out? Please close the door. The microphone is loud and loud. I like the room more than anything! If it's too small, it's like an arcade or a karaoke room, so it's stuffy. It's big here, so I'm choking. On the TJ machine. Except for the lack of soundproofing, the facilities are good and the three of us can play well in one room. He was a male employee, and he was kind. Whether it's an employee or a CEO, it's really unkind and the facilities are not as clean as they are a chain store. Maybe it's because it's underground.I think we'd better use another place."
a71,건영옴니백화점 지하2층에 위치하며 레인은 12~14개입니다. 좀 시설이 낙후하고 기계가 에러가 많긴 한데 이용하기에는 준수한 편입니다. 노원에는 이 곳외에 공릉역 근처밖에는 없는 걸로 알고 있습니다.. 친구랑가야쥐,"Located on B2 of Gunyoung Omni Department Store, there are 12 to 14 lanes. The facilities are a bit outdated and there are a lot of machine errors, but they're pretty good to use. As far as I know, there is only a place near Gongneung Station in Nowon. My friend and I are going to go."
f133,블랙펄 개노잼... 키이스케이프 명성을 떨어뜨리는 아류작. 스탭분들이 친절하지 않아요. 손님을 귀찮아하는듯한 느낌이 들었어요. 방탈출 난쟁이테마는 재밌게 했어요.. 좋아요,Black Pearl Gaenojam... a sublime work that discredits the reputation of Keiscape The staff are not kind. I felt like I was bothered by the guest. The room escape dwarf theme was fun. Okay.
f1813,친절하고 좋으심 그닥 시원하진 않은데 그냥 쉬러 감. 별로 안시원해요 몸에 딱 맞을 때가 있고 아닐때가 있고. 플라스틱 컵 재사용의심이 되는데 증거는 없으니 컵은 구겨주고 나오는 센스... 사장님이 친절하세요. 너무 붐비지않아서 좋고 친절하심. 친절하시고 안마기계도 시원하게 풀어줘서 좋았네요~ ,"Kind and nice, not very cool, but just for a rest. I don't feel very comfortable. Sometimes it fits me perfectly and sometimes it doesn't. There's no evidence of plastic cups being reused, so the cup crumpled up and the sense of coming out... The boss is kind. Good and kind because it's not too crowded. It was nice of you to be kind and cool off the massage machine.Yo~"
g18,천원 3곡. 자리 좀 좁은 편. 공간이 3명이서 함께 쓰기는 좁았어요. 깨끗 하구 최고!,Three thousand won songs. It's a bit crowded. The space was too small for three people to share. It's clean. You're the best!
c210,카페에 앉아서 만화책보기 좋은 곳!,A good place to sit in a cafe and read comic books!
a76,사장님 마인드가 굿.. 새로생긴거같은데 인근 타볼링장에비해 친절하고 좋음^^,"He's got a good mind. It looks like a new one, but it's nice and nice compared to a nearby bowling alley."
a311,클럽음악이 계속 나와 다소 시끄럽습니다. 청력이 약하신 분은 주의하세요.. 좋아요. 엄청 조아요!!. 별 한개도 아깝다. 손님이 사장알바 눈치보면서 게임 해야함.. 차라리 근처에 삼성 레포츠로 가세요,"Club music keeps playing, so it's a bit noisy. If you have weak hearing, be careful. Good. It's freezing! Not a single star is a waste. The customer has to watch the boss and play the game. You'd rather go to Samsung Sports nearby."
f134,친구들이랑 갔는데 다같이 잼있게 놀다가 왔어요. 신촌 최고의 방탈출 카페!!,I went with my friends and we had a lot of fun together. Shinchon's Best Room Escape Cafe!
c44,"깔끔하고 방역이나 소독 철저해서 맘에 들었는데 별점 테러 수준이라 평 남겨봅니다.  장서수 많아서 좋았어요! 홍대쪽도 이만큼 안되는 데가 많았는데 책 깨끗하고 관리 잘함. . 학생이라고 무시하고 주문도 안 받아줘요 다시 안 올 겁니다 불친절 끝판왕 . 별로예요. 만화카페 중에 벌툰 체인점 자체는 맘에 들지만.. (꿀벌인형, 넓은칸 보유 등) 여기 직원 진짜 융통성 1도 없고 겁나 불친절하다... 너무 기분나빠서 글남김. 일단 요금제 변경 안되고, 자리도 한번 정하면 바꾸면 안된단다. 여기서 진짜 어이없었음ㅋㅋㅋ 내 돈내고 자유롭게 이용하려고 온거아닌가 자리를 옮기지 말라니...
남친이 자리 좁은지 보려고 잠깐 한번 누워봤다가 나왓는데 자리 옮기지말라고 인형 위치 바뀐거 봤다고 그럼ㅋㅋㅋㅋ개어이없어가지곸ㅋㅋ 잠깐 확인한거라고지 자리 정한거 아니랫는데 계속 안된대... 그러다 옆에 매니저인지 누가 아  그러시냐고 방정하고 쓰시라고함. 뭔 개똥같은 룰이 다있어... 장사 잘되니까 막나가자 수준인듯.접기. 최고예요",
a82,역시 난 볼링에 천재*^^*. 마인드가 썩었네  다른볼링장 가라는게 이 볼링장 유행어인듯?. 여태 가본 볼링장 중에 최악. 선불제나 게임수 제한둔것도 아니면서 단체손님 많아지면 전전긍긍해서  자꾸 몇게임 할껀지 추궁하듯이 자리에  와서묻는 여자 알바생. 항의하니 그럼 다른볼링장으로 가라는 남직원.. 친철하고 좋아요^^ . 방금 다녀왔는데 작지만 친절하고 편한 볼링장입니다,"I'm a bowling genius. Your mind is rotten. I think it's the buzzword for this bowling alley to go to another bowling alley. The worst bowling alley I've ever been to. It's not a pre-payment system or a limit on the number of games, but a female part-timer comes to the table and asks how many games she's going to play if there are more customers. I'm protesting, so the guy who's telling me to go to the other bowling alley. It's nice and friendly.^^. I just came back from the bowling alley, which is small but kind and comfortable."
e113,테마 전부 존잼. 갑자기 하고 싶어서 근처 찾다가 여기 리뷰 없어서 기대 안하구 갓는데 퀄리티 좋음.. 추천!!,"All the themes are so funny. I wanted to do it all of a sudden, so I was looking for a nearby place, but I didn't have a review here, so I didn't expect it, but the quality was good. Recommendation!!"
b104,최고예요,It's the best.
e910,힌트 무제한이라서 초보들한테 참 좋네요 그리고 깔끔하고 직원분도 친절해요 ^^. 재미있고 구성이 괜찮음. 사진들고 재방문시 할인해줌,It's good for beginners because it's unlimited. And neat and friendly staff. Funny and well-organized. Discounts on revisiting photos
g811,노래방 기계갸  최신형이라 너무 좋아요,I'm so happy that the karaoke machine.
g1814,천원에 다섯곡♥음향시설도 좋아요,"Five acoustics for 1,000 won is also good."
e79,"처음 이용 했는데 친절하게 잘 성명 해주네요~시설 전반적으로 깔끔해서 좋아요~^^ 와이프랑 엄청 웃다가 왔네요~ㅋㅋㅋ. 처음 가본 방탈출카페~ 시간이 엄청 빨리 지나가더라구요~ 데이트코스로 진짜 괜찮은듯 합니다!!. 여자친구랑 가끔 방탈출카페 가는데, 여기가 시설도 제일 깔끔하고 좋은거 같아용 언제나 방탈출은 새롭고 재밌네용 ~ ㅎ. 친구들이랑 같이 다녀왔는데 새로오픈해서 그런지 신선한테마들이 많이 있네요 ㅎㅎ 재밌어요! 강추!","It's my first time using it, but you're very kind and nice.Overall, the facilities are clean, so it's good.I laughed so hard with my wife.It's my first time going to an escape room cafe. Time flies so fast. It seems like a good dating course! I sometimes go to a room escape cafe with my girlfriend, and I think the facilities here are the cleanest and best. Room escape is always new and fun. I went there with my friends, and there are a lot of fresh horses maybe because it's newly opened. It's fun! I strongly recommend!"
e46,"다른 곳도 가봤지만 일단 테마가 많아서 좋았고요 ! 테마가 많아서 억지스럽지 않을까 했는데 기대이상으로 재밌고 직원도 상냥해서 좋았네요.. 일하시는분들이 친절해서 너무 좋았어요! 시설도 깨끗하고,  마스크끼고있는라 처음에는 답답했는데, 나중에는 마스크낀것도 까먹고 했네요 ㅋㅋㅋㅋㅋㅋ. 꿀잼이예요~~엄청 잘 되어 있고 홍대쪽도 가봤는데 청소 안하는 방탈출 카페 많던데 더메이즈는 청결한 편이였어요~ㅎㅎ 요즘 날씨도 추운데 밖에서 할거도 없는대 남친이랑 같이 놀기 좋은 곳이네요~~bb :^). 추우니까 할거고민없이 다녀왔는데, 재밌었어요~. 굳굳 좋았어요! 덥고 할거 마땅치 않을떄, 무조건 가보세요!","I've been to other places, but I liked it because there were many themes! I thought it would be unreasonable because there were many themes, but it was more fun than expected and the staff was nice. I was so happy that the people working were so kind! The facilities were clean and I was frustrated at first because I was wearing a mask, but I forgot to wear a mask later on. LOL It's so much fun.It's very well-organized and I've been to Hongdae, and there are many room escape cafes that don't clean up. The Maze was clean.It's a good place to hang out with your boyfriend because it's cold these days and there is nothing to do outside.~~bb :^). It was cold, so I had no worries. It was fun. It was good! When it's hot and you don't deserve it, you should definitely go!"
a513,"얼마전 리모델링을해서 굉장히 깔끔해지긴했지만, 솔직히 레인상태는 밀대정비라 그냥 그렇네요ㅎㅎ 다만 프로샵은 아주 친절하고 지공도 잘해주셔서 좋아요","It's been remodeled a while ago, and it's very neat, but honestly, the rain is a rolling stock.However, I like the shop because it is very kind and has good workmanship."
c10,"평일 저녁이나 안바쁠때 가면 한가해서 좋아요. 신권도 자주 들어오고 사장님인지 알바생분이 끓여주는 짜파게티가 맛있습니다. ..아니 자주 애용하고는 있는데 .. 사장님이 표정이 안좋은건 그냥 그러려니하겠는데.. 만화카페에서 커피숍마냥 한시간내내 크게 수다떠는 남정내 2명있는데. 어찌 저지한번을 안하나요, 저럴거면 커피숍을 가지 남자둘이서 면접얘기 하루종일 쳐하고 자빠졌네정말. 지들 진상짓인거 모르니 저러는거겠지만. 내가 만화책읽으러왔지 왜 지들 면접과정 TMI를 들어야하는건지 모르겠네요. 퍽이나 취업잘되겠다. 기본에티켓도 모르는것들이..퉤접기. 자주가요. 집근처 제일 규모가 있고 신간을 꾸준히 들여오거든요. 음료맛도 괜찮고 하지만 모든 서비스를 평가절하시키는 불친절함 진짜 최고에요. 일단 웃지않음.명령조어투 신발벗기전 자기한테 말하라고 하고 신발안벗고말할려고하면 신발부터 탈의하라고 하고 알바마음:( 손님응대프로세스없으신가봐요 그나마 그자리에서 오래 하시면 손님응대메뉴얼만들어서 응대할만도 한데......더보기. 사람 없을 시간에 가면 좋습니다.. 일단 불친절.","It's good to go on a weekday evening or when I'm not busy. I often come to Shin Kwon Do, and the Jjapaghetti that the boss or part-timer makes is delicious.No, I use it often, but... Well, I'm sure you don't look so good. There are two men who chatter like a coffee shop in a cartoon cafe for an hour. How can you not stop me? I'll go to a coffee shop. Two guys have been talking about interviews all day. They're doing it because they don't know they're being mean. I'm here to read comic books. I don't know why I have to listen to their interview TMI. I'm sure you'll find a good job. You don't even know basic etiquette.Folding. Let's go often. It's the largest near my house and I'm constantly bringing in new books. The taste of the drink is good, but the unkindness that devalues all services is the best. First of all, don't laughI'm telling you to tell me before you take off your shoes, tell me to take off my shoes, and I'm telling you to take off your shoes. If you stay there for a long time, you'll be able to respond to the customer response manual... ..see. It's good to go when there's no one around. First of all, unkindness."
c412,사장님 서비스의 태도를 보며 기분이 나빴습니다. 사장인지 남직원인지 몹시 불친절. 기분나빠서 다시 안올듯. 최고예요. 최고예요. 만화도 먆고 저렴해요. 그리고 사장님이 너무 친절하세요! 여름데이트로 안성맞춤입니다  !,I felt bad looking at the attitude of the boss's service. The president or the male employee is very unfriendly. I don't think I'll come back because I'm upset. It's the best. It's the best. Comics are also cheap. And the boss is so kind! It is perfect for a summer date!
f160,최고예요,It's the best.
a22,일단 친절해요 남자 직원분들 너무 친절하고 아주 시원합니다~ 에어컨 빵빵 가족끼리 갔는데 너무 종았네요 1인당.한게임에 5천원 신발은 2500원이에여. 시설도 짱이고 직원들도 넘나 친절해용!^^. 매우불친절 시설에 비해 비쌈. 신촌 락볼링장. 볼링펍이에요*.* 가볍게 맥주 즐기면서 친구들이랑 운동까지(?) 하니 재밌었어요! 신촌쪽이라 찾아가기도 편하네요~,"First of all, he's so kind. He's so nice and cool. We went to the air conditioner room with our family, and it's too much for each person.5,000 won per game and 2,500 won for shoes. The facilities are great and the staff is so kind!^^. Compared to very unfriendly facilities, beef. Sinchon Rock Bowling Stadium. It's a bowling pub.* It was fun enjoying beer and exercising with friends! It's convenient to visit because it's near Sinchon."
f194,짧게나마 일본에 갔다  온듯합니다 소소한 소품이며 주인네의 디저트 솜씨가 기억에 남네요 쵝오~~ ,I think I went to Japan for a short time. It's a small prop and I remember the owner's dessert skills.
e711,최고예요,It's the best.
b150,"동네 가까이 이렇게 넓은 공원이 있어 평소 지치고 무료한 일상을 힐링시켜 줄 수 있어요 아이들 뛰놀기도 좋고 산책코스가 좋아서 조깅하시거나 강아지 산책시키기 너무 좋습니다. 최고예요. 보통이에요. 한때 내 운동장소. 강서둘레길 1,2코스의 들,날머리","There's such a large park near your neighborhood that you can heal your tired, boring routine. It's great for children to run around and take a walk around dogs or jogs because it's great. It's the best. It's normal. once my playground The fields on the first and second courses of Gangseo Dulle-gil, Nalmeori"
g80,굳 코인노래방 치고 마이크 괜춘함 천원 3곡 16년 4월 기준 하 빨리 중간끝나자 아니 학기,Let's finish in the middle as of April 2016 for a solid coin singing room.
b2912,좋은 휴식 공간입니다.,It's a good rest area.
