p_id,p_name,address,tags,open_time,open_day,category,price,p_rate,link
b212,용산가족공원,서울 용산구 서빙고로 137 (우)04383,"잔디밭, 주변과 잘 어울리는 연못, 산뜻하게 닦여진 산책로가 펼쳐져 있으며 산책로, 자연학습장 등이 있는 자연공원이다.",도시근린공원,,b,,0/5,https://place.map.kakao.com/8471638#comment
b213,낙성대공원,서울 관악구 낙성대로 77 (우)08799,1974년도에 강감찬장군을 기념하기 위해 조성된 사당 및 공원,도시근린공원,연중무휴,b,,0/5,https://place.map.kakao.com/10203930#comment
b214,양화한강공원,서울 영등포구 노들로 221 (우)07231,잔디밭에서 바라보는 탁 트인 전망이 다른 곳에서 쉽게 보기 힘든 풍광을 제공하는 한강공원,공원,,b,,0/5,https://place.map.kakao.com/8143124#comment
b30,서울함공원,서울 마포구 마포나루길 407 (우)03954,,공원,"화~금 10:00 ~ 19:00
토,일 10:00 ~ 20:00",b,,0/5,https://place.map.kakao.com/2057900176#comment
b31,서울광장,서울 중구 태평로1가 54-3,역사와 문화가 살아있는 서울의 상징적인 장소로서 시민이 한데 어울리는 친근한 마당,도시근린공원,,b,,0/5,https://place.map.kakao.com/7940285#comment
b32,청계광장,서울 중구 태평로1가 1,,도시근린공원,,b,,0/5,https://place.map.kakao.com/11512319#comment
b33,용마폭포공원,서울 중랑구 용마산로 250-12 (우)02257,암반채석으로 생긴 높은 바위절벽을 최대한 이용하여 만든 3개의 인공폭포와 연못이 설치되어 있는 공원,도시근린공원,,b,,0/5,https://place.map.kakao.com/10625168#comment
b34,천호공원,서울 강동구 올림픽로 702 (우)05324,강동의 역사적 인물인 해공 신익희 선생의 호를 따서 이름을 붙인 자연학습공원,도시근린공원,연중무휴,b,,0/5,https://place.map.kakao.com/15143273#comment
b35,파리공원,서울 양천구 목동동로 363 (우)07983,,도시근린공원,연중무휴,b,,0/5,https://place.map.kakao.com/8124474#comment
b36,솔밭근린공원,서울 강북구 삼양로 561 (우)01007,,도시근린공원,,b,,0/5,https://place.map.kakao.com/10567785#comment
b37,한강드론공원,서울 강동구 천호동 351-1,자연스럽게 형성된 모래톱과 갈대군락지로 자연 그대로의 한강의 모습을 가장 잘 유지하고 있는 곳,도시근린공원,,b,,0/5,https://place.map.kakao.com/10860181#comment
b38,아차산생태공원,서울 광진구 광장동 370,서울시에서 공원녹지확충 5개년 계획에 따라 조성된 아차산생태공원은 시민과 학생들에게 자연을 접할 수 있는 기회와 자연생태계 학습장 및 체험공간을제공하고 있다,도시근린공원,"매일 00:00 ~ 24:00
더보기",b,,0/5,https://place.map.kakao.com/12630966#comment
b39,고척근린공원,서울 구로구 고척동 산 9-14,,도시근린공원,,b,,0/5,https://place.map.kakao.com/10166807#comment
b310,서소문역사공원,서울 중구 의주로2가 16-4,,도시근린공원,,b,,0/5,https://place.map.kakao.com/247404410#comment
b311,와룡공원,서울 종로구 와룡공원길 192 (우)03063,,공원,,b,,0/5,https://place.map.kakao.com/10627174#comment
b312,삼청공원,서울 종로구 북촌로 134-1 (우)03050,"호젓한 산책로와 좋은 경치로 많은 사람들의 발길이 오가는 서울의 공원. 솔숲 위로는 산벚나무가, 아래로는 진달래와 철쭉이 많이 자라 봄이면 천상의 화원을 이루던 곳이다.",도시근린공원,연중무휴,b,,0/5,https://place.map.kakao.com/11147911#comment
b313,월드컵공원,서울 마포구 월드컵로 243-60 (우)03901,,공원,,b,,0/5,https://place.map.kakao.com/11346534#comment
b314,평화의공원,서울 마포구 상암동 1535,,도시근린공원,,b,,0/5,https://place.map.kakao.com/8130030#comment
b40,한강공원 강서지구,서울 강서구 개화동 276-1,한강하류지역으로 방화대교 남단에 위치한 강서지구는 습지생태공원과 체육공원이 결합된 테마형 공원이다.,도시근린공원,,b,,0/5,https://place.map.kakao.com/8631818#comment
b41,청계천한빛광장,서울 중구 삼각동 118,,공원,,b,,0/5,https://place.map.kakao.com/24974768#comment
b42,달빛광장,서울 서초구 반포동 115-5,,도시근린공원,,b,,0/5,https://place.map.kakao.com/7813554#comment
b43,홍익문화공원,서울 마포구 와우산로21길 19-3 (우)04041,,공원,,b,,0/5,https://place.map.kakao.com/1169646621#comment
b44,노을공원,서울 마포구 상암동,아름다운 저녁노을을 볼 수 있는 문화예술공원,도시근린공원,,b,,0/5,https://place.map.kakao.com/8225309#comment
b45,영등포공원,서울 영등포구 신길로 275 (우)07307,영등포구 영등포동에 위치한 공원으로 인근주민의 문화휴식공간,도시근린공원,,b,,0/5,https://place.map.kakao.com/8010790#comment
b46,몽마르뜨공원,서울 서초구 서초동 산 180-1,,도시근린공원,,b,,0/5,https://place.map.kakao.com/7877967#comment
b47,사직공원,서울 종로구 사직동 146-2,,도시근린공원,"매일 00:00 ~ 24:00
더보기",b,,0/5,https://place.map.kakao.com/11546846#comment
b48,은가어린이공원,서울 서대문구 북가좌동 3-39,,도시근린공원,,b,,0/5,https://place.map.kakao.com/14978578#comment
b49,반포한강시민공원 피크닉장,서울 서초구 잠원동,,도시근린공원,,b,,0/5,https://place.map.kakao.com/25099052#comment
b410,한강공원여의도지구,서울 영등포구 여의동로 290 (우)07337,,도시근린공원,매일 00:00 ~ 24:00,b,,0/5,https://place.map.kakao.com/17384845#comment
b411,서리풀공원,서울 서초구 서초동 산 160-24,,도시근린공원,,b,,0/5,https://place.map.kakao.com/14565842#comment
b412,사육신역사공원,서울 동작구 노량진로 191 (우)06902,"서울특별시 유형문화재 제8호로 지정된 사육신묘는 오늘날 성역으로 가꾸어져 있다. 한강 인도교와 노량진역 중간의 높은 언덕에 자리한 사육신묘는 조선조 단종을 강제로 내쫓고 왕위를 빼앗은 세조에 항거하다가 형장의 이슬로 사라진 성삼문, 박팽년, 하위지, 이개, 유성원, 유응부, 김문기 등 일곱 충신 절사의 묘역이다.",공원,매일 09:00 ~ 18:00,b,,0/5,https://place.map.kakao.com/24040434#comment
b413,,서울 성동구 사근동 104,,도시근린공원,,b,,0/5,https://place.map.kakao.com/8100577#comment
b414,길동생태공원,서울 강동구 길동 산 7-3,시민들에게 건강한 생태공간을 제공하고 환경의 중요성을 일깨워 주기 위한 공간,도시근린공원,월요일,b,,0/5,https://place.map.kakao.com/8229674#comment
b50,손기정체육공원,서울 중구 손기정로 101 (우)04501,,공원,,b,,0/5,https://place.map.kakao.com/10565584#comment
b51,경의선숲길공원,서울 용산구 용문동,,도시근린공원,,b,,0/5,https://place.map.kakao.com/27455973#comment
b52,다락원체육공원,서울 도봉구 창포원로 45 (우)01318,,공원,,b,,0/5,https://place.map.kakao.com/1829020380#comment
b54,한강공원 양화지구,서울 영등포구 양화동 27-4,,도시근린공원,,b,,0/5,https://place.map.kakao.com/17385151#comment
b57,방화근린공원산책로,서울 강서구 방화동 산 133-2,,도시근린공원,,b,,0/5,https://place.map.kakao.com/7893655#comment
b59,노들나루공원,서울 동작구 노량진로 247 (우)06902,,공원,,b,,0/5,https://place.map.kakao.com/24894850#comment
b510,여의도한강공원 멀티플라자,서울 영등포구 여의동로 지하 343 (우)07336,여의도마라톤광장 위치,공원,,b,,0/5,https://place.map.kakao.com/25758412#comment
b511,장충단공원,서울 중구 동호로 261 (우)04620,영조 때 도성의 남쪽을 수비하던 남소영이 있던 자리에 있는 공원,도시근린공원,연중무휴,b,,0/5,https://place.map.kakao.com/8053611#comment
b512,서대문독립공원,서울 서대문구 현저동 101,"독립문을 비롯하여 서대문형무소역사관, 3.1운동 기념탑, 순국선열추념탑, 옥사, 사형장 등 귀중한 문화유산이 많이 남아 있는 공원",도시근린공원,"매일 00:00 ~ 24:00
더보기",b,,0/5,https://place.map.kakao.com/10495717#comment
b513,관악산공원,서울 관악구 신림동 205-1,,도시근린공원,,b,,0/5,https://place.map.kakao.com/62638585#comment
b514,강서습지생태공원,서울 강서구 양천로27길 279-23 (우)07518,방화대교 남쪽 끝에서 행주대교 남쪽 끝 사이 한강 둔치에 있는 생태공원,도시근린공원,,b,,0/5,https://place.map.kakao.com/8631074#comment
b60,손기정체육공원,서울 중구 손기정로 101 (우)04501,,공원,,b,,0/5,https://place.map.kakao.com/10565584#comment
b61,경의선숲길공원,서울 용산구 용문동,,도시근린공원,,b,,0/5,https://place.map.kakao.com/27455973#comment
b62,다락원체육공원,서울 도봉구 창포원로 45 (우)01318,,공원,,b,,0/5,https://place.map.kakao.com/1829020380#comment
b64,한강공원 양화지구,서울 영등포구 양화동 27-4,,도시근린공원,,b,,0/5,https://place.map.kakao.com/17385151#comment
b67,방화근린공원산책로,서울 강서구 방화동 산 133-2,,도시근린공원,,b,,0/5,https://place.map.kakao.com/7893655#comment
b69,노들나루공원,서울 동작구 노량진로 247 (우)06902,,공원,,b,,0/5,https://place.map.kakao.com/24894850#comment
b610,여의도한강공원 멀티플라자,서울 영등포구 여의동로 지하 343 (우)07336,여의도마라톤광장 위치,공원,,b,,0/5,https://place.map.kakao.com/25758412#comment
b611,장충단공원,서울 중구 동호로 261 (우)04620,영조 때 도성의 남쪽을 수비하던 남소영이 있던 자리에 있는 공원,도시근린공원,연중무휴,b,,0/5,https://place.map.kakao.com/8053611#comment
b612,서대문독립공원,서울 서대문구 현저동 101,"독립문을 비롯하여 서대문형무소역사관, 3.1운동 기념탑, 순국선열추념탑, 옥사, 사형장 등 귀중한 문화유산이 많이 남아 있는 공원",도시근린공원,"매일 00:00 ~ 24:00
더보기",b,,0/5,https://place.map.kakao.com/10495717#comment
b613,관악산공원,서울 관악구 신림동 205-1,,도시근린공원,,b,,0/5,https://place.map.kakao.com/62638585#comment
b614,강서습지생태공원,서울 강서구 양천로27길 279-23 (우)07518,방화대교 남쪽 끝에서 행주대교 남쪽 끝 사이 한강 둔치에 있는 생태공원,도시근린공원,,b,,0/5,https://place.map.kakao.com/8631074#comment
b70,흥인지문공원,서울 종로구 종로6가,,도시근린공원,,b,,0/5,https://place.map.kakao.com/12526535#comment
b71,허브천문공원,서울 강동구 둔촌동 산 86,"일자산 허브-천문공원은 길동 배수지(수돗물을 공급하는 곳) 위 3,500여평에 꽃과 나무를 심고 별자리와 일출, 월출을 볼 수 있도록 만들어진 공원",도시근린공원,,b,,0/5,https://place.map.kakao.com/11202762#comment
b72,계남근린공원,서울 양천구 신정동,계양산의 남쪽이라는 뜻의 이름을 가진 1971년 8월 6일에 개원한 근린공원,도시근린공원,,b,,0/5,https://place.map.kakao.com/15135431#comment
b74,마루공원,서울 강남구 개포동,,도시근린공원,,b,,0/5,https://place.map.kakao.com/14638011#comment
b75,훈련원공원,서울 중구 을지로 227 (우)04562,쌍용건설(주)이 민자유치로 1994년 8월 훈련원 공원 및 주차장 건설공사를 착공하여 1997년 4월에 준공하였다.,도시근린공원,,b,,0/5,https://place.map.kakao.com/8169381#comment
b78,송파나루공원,서울 송파구 잠실동 47,송파구 잠실동과 신천동에 위치하고 있는 석촌호수를 둘러싼 공원,도시근린공원,연중무휴,b,,0/5,https://place.map.kakao.com/7963516#comment
b79,배봉산근린공원,서울 동대문구 휘경동,,도시근린공원,,b,,0/5,https://place.map.kakao.com/7890351#comment
b713,간데메공원,서울 동대문구 서울시립대로2길 59 (우)02595,,도시근린공원,,b,,0/5,https://place.map.kakao.com/8126969#comment
b80,양재근린공원,서울 서초구 양재2동 311,,도시근린공원,,b,,0/5,https://place.map.kakao.com/7996822#comment
b83,용두공원,서울 동대문구 청계천로 563 (우)02590,,도시근린공원,,b,,0/5,https://place.map.kakao.com/17504771#comment
b84,달맞이근린공원,서울 성동구 금호동4가 27,"예전부터 정월 보름에 주민들이 이곳에 올라기 달을 맞이하였다 하여 붙여진 이름이며, 한강변에 우뚝선 바위산으로 한강을 가깝게 바라볼수 있는 돌산",도시근린공원,,b,,0/5,https://place.map.kakao.com/7813543#comment
b86,구로리어린이공원,서울 구로구 구로중앙로 13 (우)08312,,도시근린공원,,b,,0/5,https://place.map.kakao.com/8710480#comment
b88,용마공원,서울 중랑구 망우로70길 103 (우)02179,,도시근린공원,,b,,0/5,https://place.map.kakao.com/8031133#comment
b89,광나루자전거공원,서울 강동구 천호동 483-8,"서울시의 유일한 상수원보호구역으로 뱃놀이와 각종 수상레저활동이 금지되어 있어 물이 맑고 깨끗하며, 북쪽 아차산 수목의 푸르름과 2km에 이르는 한강둔치의 갈대밭이 잘 조화되어 아름다운 경관을 자랑합니다.",도시근린공원,매일 09:00 ~ 18:00,b,,0/5,https://place.map.kakao.com/18167106#comment
b810,독서당어린이공원,서울 용산구 한남동 1-32,,공원,,b,,0/5,https://place.map.kakao.com/17809521#comment
b813,발바닥공원,서울 도봉구 시루봉로6길 33 (우)01387,무허가 건물 철거 후 조성한 소규모 생태공원,도시근린공원,,b,,0/5,https://place.map.kakao.com/7888168#comment
b92,산마루놀이터,서울 종로구 창신동 23-350,,도시근린공원,,b,,0/5,https://place.map.kakao.com/48111618#comment
b93,오동근린공원,서울 성북구 화랑로13가길 100 (우)02748,,도시근린공원,,b,,0/5,https://place.map.kakao.com/7997426#comment
b96,문화예술공원,서울 서초구 양재동 200,,공원,,b,,0/5,https://place.map.kakao.com/7875438#comment
b98,여의도한강공원 서울색공원,서울 영등포구 여의도동,,도시근린공원,,b,,0/5,https://place.map.kakao.com/13101393#comment
b99,구로역광장,서울 구로구 구로동,,도시근린공원,,b,,0/5,https://place.map.kakao.com/22248368#comment
b910,동묘공원,서울 종로구 난계로27길 84 (우)03115,,도시근린공원,,b,,0/5,https://place.map.kakao.com/18214117#comment
b911,개웅산공원,서울 구로구 오류동 산 16-18,,도시근린공원,,b,,0/5,https://place.map.kakao.com/8650925#comment
b912,매봉산공원,서울 용산구 한남동,,도시근린공원,,b,,0/5,https://place.map.kakao.com/27361502#comment
b100,중계근린공원,서울 노원구 동일로 1229 (우)01779,,도시근린공원,,b,,0/5,https://place.map.kakao.com/11267218#comment
b101,우장산 공원,서울 강서구 내발산동 산 60-1,"1988년에 개원하였고, 강서구 중앙에 위치하여 도심속에서 숲과 예술공간, 체육시설 등이 조화롭게 어우러진 공원이다.",도시근린공원,연중무휴,b,,0/5,https://place.map.kakao.com/8521177#comment
b104,물빛문화공원,서울 마포구 상암동,,도시근린공원,,b,,0/5,https://place.map.kakao.com/25817991#comment
b107,어린이교통공원,서울 노원구 중계동 500,서울시 노원구와 KBS가 공동 조성하여 만은 우리나라 최초의 교통공원,도시근린공원,,b,,0/5,https://place.map.kakao.com/27077024#comment
b1010,서울식물원 열린숲정원,서울 강서구 마곡동로 161 (우)07789,,공원,,b,,0/5,https://place.map.kakao.com/596563010#comment
b1011,중랑천제1체육공원,서울 동대문구 장안동,,도시근린공원,연중무휴,b,,0/5,https://place.map.kakao.com/17521876#comment
b1013,북한산생태공원,서울 은평구 불광동,,공원,,b,,0/5,https://place.map.kakao.com/12958518#comment
b1014,대조어린이공원,서울 은평구 연서로22길 9-30 (우)03387,,도시근린공원,,b,,0/5,https://place.map.kakao.com/7828664#comment
b110,중계근린공원,서울 노원구 동일로 1229 (우)01779,,도시근린공원,,b,,0/5,https://place.map.kakao.com/11267218#comment
b111,우장산 공원,서울 강서구 내발산동 산 60-1,"1988년에 개원하였고, 강서구 중앙에 위치하여 도심속에서 숲과 예술공간, 체육시설 등이 조화롭게 어우러진 공원이다.",도시근린공원,연중무휴,b,,0/5,https://place.map.kakao.com/8521177#comment
b114,물빛문화공원,서울 마포구 상암동,,도시근린공원,,b,,0/5,https://place.map.kakao.com/25817991#comment
b117,어린이교통공원,서울 노원구 중계동 500,서울시 노원구와 KBS가 공동 조성하여 만은 우리나라 최초의 교통공원,도시근린공원,,b,,0/5,https://place.map.kakao.com/27077024#comment
b1110,서울식물원 열린숲정원,서울 강서구 마곡동로 161 (우)07789,,공원,,b,,0/5,https://place.map.kakao.com/596563010#comment
b1111,중랑천제1체육공원,서울 동대문구 장안동,,도시근린공원,연중무휴,b,,0/5,https://place.map.kakao.com/17521876#comment
b1113,북한산생태공원,서울 은평구 불광동,,공원,,b,,0/5,https://place.map.kakao.com/12958518#comment
b1114,대조어린이공원,서울 은평구 연서로22길 9-30 (우)03387,,도시근린공원,,b,,0/5,https://place.map.kakao.com/7828664#comment
b120,용봉정근린공원,서울 동작구 본동,,도시근린공원,,b,,0/5,https://place.map.kakao.com/12527129#comment
b121,도곡근린공원,서울 강남구 도곡동 산 32-6,,도시근린공원,,b,,0/5,https://place.map.kakao.com/11093596#comment
b122,위안부기억의터,서울 중구 퇴계로26가길 6 (우)04628,,공원,,b,,0/5,https://place.map.kakao.com/1007358682#comment
b126,와우공원,서울 마포구 창전동 3-249,,도시근린공원,,b,,0/5,https://place.map.kakao.com/10623090#comment
b129,샘터근린공원,서울 강동구 고덕2동 287,,도시근린공원,,b,,0/5,https://place.map.kakao.com/10501172#comment
b1213,연신내 물빛공원,서울 은평구 갈현동,,도시근린공원,,b,,0/5,https://place.map.kakao.com/14935560#comment
b1214,안산공원,서울 서대문구 연희동,,도시근린공원,,b,,0/5,https://place.map.kakao.com/11109346#comment
b130,개운산공원,서울 성북구 돈암동,1995년에 개원한 야트막한 산으로 산책하기에 적당한 공원,도시근린공원,,b,,0/5,https://place.map.kakao.com/8175566#comment
b132,양재천근린공원,서울 서초구 양재2동,,도시근린공원,,b,,0/5,https://place.map.kakao.com/14863183#comment
b136,이태원 부군당역사공원,서울 용산구 녹사평대로40다길 33 (우)04351,,공원,,b,,0/5,https://place.map.kakao.com/26920172#comment
b138,일자산해맞이공원,서울 강동구 둔촌동 산 125,일자산에 조성된 자연공원,도시근린공원,,b,,0/5,https://place.map.kakao.com/8055177#comment
b139,노해근린공원,서울 노원구 노원로22길 1 (우)01741,,도시근린공원,,b,,0/5,https://place.map.kakao.com/17384568#comment
b1311,관악산자연공원,서울 관악구 신림동 산 32-24,,도시근린공원,,b,,0/5,https://place.map.kakao.com/8227162#comment
b1312,숭인근린공원,서울 종로구 숭인동 58-70,"주민들이 휴식과 산책, 가벼운 운동을 할 수 있는 자연친화적 공간",도시근린공원,,b,,0/5,https://place.map.kakao.com/10549787#comment
b143,서남환경공원,서울 강서구 양천로 177 (우)07520,,공원,,b,,0/5,https://place.map.kakao.com/27215132#comment
b144,잠실유수지,서울 송파구 탄천동로 211 (우)05573,,공원,,b,,0/5,https://place.map.kakao.com/11178688#comment
b145,뒷벌공원,서울 서초구 방배중앙로 121 (우)06564,,도시근린공원,,b,,0/5,https://place.map.kakao.com/7851866#comment
b146,서울식물원 호수공원,서울 강서구 마곡동 38-6,,공원,,b,,0/5,https://place.map.kakao.com/1443417415#comment
b147,청담배수지공원,서울 강남구 삼성동 79-1,,공원,,b,,0/5,https://place.map.kakao.com/24422617#comment
b1411,봉은역사공원,서울 강남구 삼성동 75,,도시근린공원,,b,,0/5,https://place.map.kakao.com/7902086#comment
b1412,잣절공원,서울 구로구 개봉동,,도시근린공원,,b,,0/5,https://place.map.kakao.com/26550417#comment
b1413,언구비공원,서울 서초구 반포1동 720,,도시근린공원,,b,,0/5,https://place.map.kakao.com/7992739#comment
b150,방화공원,서울 강서구 금낭화로 176 (우)07508,,도시근린공원,,b,,0/5,https://place.map.kakao.com/7888198#comment
b151,대현문화공원,서울 서대문구 대현동 146,,도시근린공원,,b,,0/5,https://place.map.kakao.com/21998289#comment
b153,아시아공원,서울 송파구 잠실동 84,86 아시안게임 개최를 위한 선수촌 및 기자촌 아파트단지 건립시에 조성된 공원,도시근린공원,,b,,0/5,https://place.map.kakao.com/7982851#comment
b155,삿갓봉 근린공원,서울 노원구 한글비석로 346 (우)01715,,도시근린공원,,b,,0/5,https://place.map.kakao.com/17951405#comment
b158,한강시민공원 잠원지구트랙구장,서울 강남구 압구정동,,공원,,b,,0/5,https://place.map.kakao.com/17350480#comment
b159,관악산샘말공원,서울 관악구 대학20길 9 (우)08824,,도시근린공원,,b,,0/5,https://place.map.kakao.com/26434833#comment
b1510,동명근린공원 고덕제1근린공원,서울 강동구 고덕2동 229,,도시근린공원,,b,,0/5,https://place.map.kakao.com/7842205#comment
b1511,숭례문광장,서울 중구 남대문로4가 29,,도시근린공원,,b,,0/5,https://place.map.kakao.com/17384524#comment
b1514,바람산어린이공원,서울 서대문구 창천동 4-54,,도시근린공원,,b,,0/5,https://place.map.kakao.com/7880685#comment
b160,방화공원,서울 강서구 금낭화로 176 (우)07508,,도시근린공원,,b,,0/5,https://place.map.kakao.com/7888198#comment
b161,대현문화공원,서울 서대문구 대현동 146,,도시근린공원,,b,,0/5,https://place.map.kakao.com/21998289#comment
b163,아시아공원,서울 송파구 잠실동 84,86 아시안게임 개최를 위한 선수촌 및 기자촌 아파트단지 건립시에 조성된 공원,도시근린공원,,b,,0/5,https://place.map.kakao.com/7982851#comment
b165,삿갓봉 근린공원,서울 노원구 한글비석로 346 (우)01715,,도시근린공원,,b,,0/5,https://place.map.kakao.com/17951405#comment
b168,한강시민공원 잠원지구트랙구장,서울 강남구 압구정동,,공원,,b,,0/5,https://place.map.kakao.com/17350480#comment
b169,관악산샘말공원,서울 관악구 대학20길 9 (우)08824,,도시근린공원,,b,,0/5,https://place.map.kakao.com/26434833#comment
b1610,동명근린공원 고덕제1근린공원,서울 강동구 고덕2동 229,,도시근린공원,,b,,0/5,https://place.map.kakao.com/7842205#comment
b1611,숭례문광장,서울 중구 남대문로4가 29,,도시근린공원,,b,,0/5,https://place.map.kakao.com/17384524#comment
b1614,바람산어린이공원,서울 서대문구 창천동 4-54,,도시근린공원,,b,,0/5,https://place.map.kakao.com/7880685#comment
b174,장미공원,서울 서초구 신반포로 45 (우)06502,,도시근린공원,,b,,0/5,https://place.map.kakao.com/8050805#comment
b175,꿈돌이공원,서울 강서구 화곡로 234 (우)07679,,공원,,b,,0/5,https://place.map.kakao.com/18203427#comment
b178,잠실근린공원,서울 송파구 잠실동,,도시근린공원,,b,,0/5,https://place.map.kakao.com/10743990#comment
b179,신사근린공원,서울 은평구 신사동 98-5,,도시근린공원,,b,,0/5,https://place.map.kakao.com/18384817#comment
b1714,우면산자연생태공원,서울 서초구 우면동 산 34-1,,도시근린공원,,b,,0/5,https://place.map.kakao.com/10705602#comment
b183,강감찬생가터,서울 관악구 봉천동,,도시근린공원,,b,,0/5,https://place.map.kakao.com/26585490#comment
b188,오동근린공원,서울 강북구 번동 산 20-1,"오동공원은 쉼터와 구민체육관, 인조잔디구장, 테니스장, 황토지압 보도, 산책로 등을 두루 갖추고 구민의 쉼터로 자리 잡아 인근 주택단지에 주거하고 있는 주민들의 휴식과 운동장소로 이용되고 있다.",도시근린공원,,b,,0/5,https://place.map.kakao.com/8014188#comment
b1810,롯데몰김포공항 스카이파크,서울 강서구 하늘길 38 (우)07505,공항이용객은 물론 모든 시민을 위한 문화 휴식공간,도시근린공원,,b,,0/5,https://place.map.kakao.com/14652331#comment
b1811,덕의근린공원,서울 구로구 고척동,,도시근린공원,,b,,0/5,https://place.map.kakao.com/26287947#comment
b193,성북천 분수광장,서울 성북구 동소문동2가,"서울 백악의 동쪽 골짜기에서 시작돼 삼선교, 돈암동을 거쳐 청계천으로 접어드는 길이 5.08km 물길의 이름은 성북천이다.",도시근린공원,,b,,0/5,https://place.map.kakao.com/17628048#comment
b194,,서울 광진구 광나루로56길 85 (우)05116,,공원,,b,,0/5,https://place.map.kakao.com/8158784#comment
b195,개봉유수지생태공원,서울 구로구 개봉동 195-7,,도시근린공원,,b,,0/5,https://place.map.kakao.com/568460422#comment
b198,독산자연공원,서울 금천구 독산동 산 9-1,,도시근린공원,,b,,0/5,https://place.map.kakao.com/1836235308#comment
b1912,한솔근린공원,서울 강남구 일원동 732,대모산과 인접하여 위치한 공원으로서 등산객들이 한솔공원을 거쳐 대모산을 이용하고 있으며 농구장이 있어 청소년들이 많이 이용하고 있다.,도시근린공원,,b,,0/5,https://place.map.kakao.com/11218791#comment
b200,남산골공원,서울 중구 퇴계로36가길 50-8 (우)04626,,도시근린공원,,b,,0/5,https://place.map.kakao.com/17385360#comment
b201,연희숲속쉼터,서울 서대문구 연희동,,공원,,b,,0/5,https://place.map.kakao.com/26092906#comment
b209,석계역문화공원,서울 노원구 월계동,,도시근린공원,,b,,0/5,https://place.map.kakao.com/14653185#comment
b2010,하늘한마당,서울 성북구 돈암동 606-821,,공원,,b,,0/5,https://place.map.kakao.com/929158713#comment
b2013,호돌이어린이공원,서울 강서구 화곡동,,도시근린공원,,b,,0/5,https://place.map.kakao.com/10985812#comment
b2014,역삼장미공원,서울 강남구 역삼동 780-25,,공원,,b,,0/5,https://place.map.kakao.com/362461806#comment
b210,남산골공원,서울 중구 퇴계로36가길 50-8 (우)04626,,도시근린공원,,b,,0/5,https://place.map.kakao.com/17385360#comment
b211,연희숲속쉼터,서울 서대문구 연희동,,공원,,b,,0/5,https://place.map.kakao.com/26092906#comment
b219,석계역문화공원,서울 노원구 월계동,,도시근린공원,,b,,0/5,https://place.map.kakao.com/14653185#comment
b2110,하늘한마당,서울 성북구 돈암동 606-821,,공원,,b,,0/5,https://place.map.kakao.com/929158713#comment
b2113,호돌이어린이공원,서울 강서구 화곡동,,도시근린공원,,b,,0/5,https://place.map.kakao.com/10985812#comment
b2114,역삼장미공원,서울 강남구 역삼동 780-25,,공원,,b,,0/5,https://place.map.kakao.com/362461806#comment
b2210,염창공원,서울 강서구 염창동 24-1,,도시근린공원,,b,,0/5,https://place.map.kakao.com/7998230#comment
b234,구룡근린공원,서울 마포구 상암동 313-3,,도시근린공원,,b,,0/5,https://place.map.kakao.com/19927414#comment
b238,한양공원,서울 송파구 송파동,,도시근린공원,,b,,0/5,https://place.map.kakao.com/8159054#comment
b241,감로천생태공원,서울 금천구 독산동 373,,공원,,b,,0/5,https://place.map.kakao.com/17014439#comment
b247,까치어린이공원,서울 중랑구 사가정로49길 56 (우)02221,,도시근린공원,,b,,0/5,https://place.map.kakao.com/23884920#comment
b2410,뚝섬유수지체육공원,서울 성동구 성수동1가 685-61,,도시근린공원,,b,,0/5,https://place.map.kakao.com/18223016#comment
b2414,성내하니공원,서울 강동구 성내로3가길 71 (우)05394,,도시근린공원,,b,,0/5,https://place.map.kakao.com/7940849#comment
b253,등나무근린공원,서울 노원구 중계동 508,서울 노원구 중계동에 있는 근린공원,도시근린공원,,b,,0/5,https://place.map.kakao.com/7851526#comment
b257,기자촌1구역 근린공원,서울 은평구 진관동 175-94,,도시근린공원,,b,,0/5,https://place.map.kakao.com/390832#comment
b258,새싹어린이교통공원,서울 강서구 방화동 581-8,,공원,,b,,0/5,https://place.map.kakao.com/26131340#comment
b263,등나무근린공원,서울 노원구 중계동 508,서울 노원구 중계동에 있는 근린공원,도시근린공원,,b,,0/5,https://place.map.kakao.com/7851526#comment
b267,기자촌1구역 근린공원,서울 은평구 진관동 175-94,,도시근린공원,,b,,0/5,https://place.map.kakao.com/390832#comment
b268,새싹어린이교통공원,서울 강서구 방화동 581-8,,공원,,b,,0/5,https://place.map.kakao.com/26131340#comment
b2713,백토공원,서울 송파구 오금동,,도시근린공원,,b,,0/5,https://place.map.kakao.com/7886905#comment
b285,새나라어린이공원,서울 용산구 후암동 190-1,,도시근린공원,,b,,0/5,https://place.map.kakao.com/7941030#comment
b2811,동명근린체육공원,서울 강동구 고덕동,,도시근린공원,,b,,0/5,https://place.map.kakao.com/11097358#comment
b291,새꿈어린이공원,서울 용산구 동자동 8-1,,도시근린공원,,b,,0/5,https://place.map.kakao.com/16065152#comment
b292,달마을공원,서울 양천구 목동중앙본로 73 (우)07953,,도시근린공원,,b,,0/5,https://place.map.kakao.com/1243347042#comment
b2910,성시경숲,서울 서대문구 홍은동 산 11-279,,공원,,b,,0/5,https://place.map.kakao.com/27323842#comment
b2912,남현예술정원,서울 관악구 남현동 1060-1,,공원,,b,,0/5,https://place.map.kakao.com/1829731791#comment
b2913,양화공원,서울 마포구 월드컵로5길 79 (우)04026,,도시근린공원,,b,,0/5,https://place.map.kakao.com/12462060#comment
