p_id,u_id,u_rate,review,review_en
f133,이딴곳때문에로그인함,1,블랙펄 개노잼... 키이스케이프 명성을 떨어뜨리는 아류작,Black Pearl Gaeno Jam... a sublime work that undermines Keiscape's reputation.
c27,이레이더,1,불친절,unkindness
g196,이름입력,4,흰색 테마,White theme
g206,이름입력,4,흰색 테마,White theme
f15,이매망량,5,내부 인테리어 아기자기하고 설명 굉장히 친절하게 해주셔서 좋았어요!!!,"The interior was very cute and kind, so it was nice!!!"
g26,이민교,5,1000원에 3곡! 한가한시간대에가면 1000원에5곡씩 서비스도 주는듯!,"Three songs for 1,000 won! If you go in your free time, you'll get 5 songs for 1,000 won!"
g613,이민재,5,노래방 아주 좋습니다그리고 전화번호도 없고 연락할 방법이 없어서 이렇게 연락드립니다오늘 퇴근 후에 마이크 꼭 되돌려놓겠습니다죄송합니다 어제 술을 많이마셔서.. 다시 한 번 죄송합니다..,Karaoke sounds great.And I'm calling you because I don't have a phone number and there's no wayI'll make sure to put the microphone back after work today.I'm sorry. I drank a lot yesterday. I'm sorry again.
a88,이민하,3,가격은 좀 비싼편이고 대체적으로 공의 상태가 좋지 않네요..거기다가 공 타령을 하던데 수시로 공이 걸려서 알바랑 사장 호출해야 하는 번거로움까지....단지 제가 간 날에는 바로바로 꺼내주긴 하더라구요..밑에 평들과는 다르게 그나마 나았다고 생각하지만 추천할 정도도 아닌건 확실..주변에 볼링장이 워낙 없어서 굴러간다고 보면 되는 정도..,"The price is a bit expensive and the ball is generally not in good condition.Plus, he's been telling me what to do with the ball and the hassle of having to call the boss and part-timer.They just let me out the day I went.I think it's better than the reviews below, but I'm sure it's not even recommended.There's not much bowling alley around here, so I can say it's rolling."
c62,이반,1,서비스 진심 최악 자영업의 기본정신은 서비스업 아닌가요? 자리옮기는 과정에서 실수로 담요 하나 놓고 옮겼는데  내가 치우는 사람이냐고 윽박지르고 화내는게 정상인가요? 치우는사람아니면 뭔대요? 통툰 오목교점 책임자아닌가요??  이런 서비스로 장사하실거면 때려치세요 그냥ㅋㅋ,"Isn't the basic spirit of the service industry's worst self-employed business? Is it normal for me to cry out and get angry if I'm the one who cleans up when I accidentally left a blanket? What else would he say if he wasn't a cleaner? Aren't you in charge of the Tongtun Omok Bridge?  If you're going to do business with this kind of service, quit. It's just..."
b301,이상목,3,ㆍ, ·
b311,이상목,3,ㆍ, ·
g61,이상아,5,여기 방마다 관리도 잘 돼있고 알바생 정말 최곱니다... 기기위에 모르고 현금을 놓고갔는데 창고에 그대로 보관하고 있다 주셨어요ㅠㅠ 감사합니다..,"Each room here is well managed and the part-timer is the best... I left my cash on the machine without realizing it, but it's still in the warehouse. Thank you."
a102,이상훈,1,"비싸기만하고 시설도 볼링칠 수준이 아닙니다. 
레인은 너무 좁아서 마지막 발이 볼링공 돌아오는 기계에 닿습니다.
또 기계는 넘어간 핀을 정확히 계산하지 못합니다. 6개 넘어갔는데 5개 나오고, 스페어처리했는데 1개 못친걸로 나오고, 계속 한두개씩 점수에 차이가 나서 칠 맛이 안납니다. 
스페어 처리하고 뒤돌아서 다같이 좋아하고 있는데 9개 넘어간걸로 나오네요. 근데 제일 문제는 일하는 사람들 마인드가 쓰래기에요. 일행들도 있고해서 그냥 즐기면서 하자는 마인드로 참고 하다가, 옆에 분이 스페어한거 계산 안되서 말하러 갔더니, 오지도 않고 딱 그 자리에서 그것만 스페어하고 모른체하고 있습니다. 다시가서 말했더니, 그래서 레인 바꿔드릴까요? 이딴마인드..더러워서 게임끝날때까지 대충 던지고 나왔습니다. 나오려고 하는데, 매니저 같은 인간이 그 제가 있던 레인에서 짜증나게 공던지고 있고..일행 아니였음 가서 한마디 하는데..
4명이가서 아메리카노 2개 예거밤하나 이상한 맥주 하나마시고 한게임치고 나왔는데 7만5천원쯤 나옴..이걸 왜하러 왔나 싶네요.
기분좋게 스트레스좀 풀러갔다가..쌓여서옴.
비싸고 시설도 후지고 서비스도 개판임.
접기",0
f1414,이서연,2,책정리가 아예 안되어 있네여...ㅎ 123권이 없어서 어디 갔나 했더니 아예 딴 책장에 마구잡이로 쑤셔있고 웹툰칸에 잇어야 할 책이 아예 다른곳에 있고 책은 많은데 정리가 하나도 안되어 있어서 볼수가 없어요,"There's no set-up at all.ᄒ I didn't have 123 books, so I wondered where they went, and they were all packed in different bookshelves, and there were lots of books in the webtoon box, but I couldn't read them because they weren't organized at all."
c12,이서연,2,책정리가 아예 안되어 있네여...ㅎ 123권이 없어서 어디 갔나 했더니 아예 딴 책장에 마구잡이로 쑤셔있고 웹툰칸에 잇어야 할 책이 아예 다른곳에 있고 책은 많은데 정리가 하나도 안되어 있어서 볼수가 없어요,"There's no set-up at all.ᄒ I didn't have 123 books, so I wondered where they went, and they were all packed in different bookshelves, and there were lots of books in the webtoon box, but I couldn't read them because they weren't organized at all."
f1514,이서연,2,책정리가 아예 안되어 있네여...ㅎ 123권이 없어서 어디 갔나 했더니 아예 딴 책장에 마구잡이로 쑤셔있고 웹툰칸에 잇어야 할 책이 아예 다른곳에 있고 책은 많은데 정리가 하나도 안되어 있어서 볼수가 없어요,"There's no set-up at all.ᄒ I didn't have 123 books, so I wondered where they went, and they were all packed in different bookshelves, and there were lots of books in the webtoon box, but I couldn't read them because they weren't organized at all."
d213,이선생,1,여기 아직도 영업하나요...; 핵쓰레기임 아저씨사장이 돈이 좀 있나봄ㅋ 절대가지마세요 특히 커플들절대가지마세요 가지말라면 가지마세요ㅠㅠㅜㅜㅠㅠㅠㅠㅠ 그리고 거기 아이스크림스푼? 일회용스푼 재활용해요 (그러면서 베라도 그런다는 터무니없는 소리함) 사장은 리뷰도안보는거같은데 제발절대가지마세요 별점좀보고가세요ㅠ,"Is it still open here?Mr. Hackster, I think you have some money. Don't go. Especially don't ever go to couples. If you don't want to go, don't go.ᅲᅮᅮᅮ 그리고 그리고 And there is ice cream spoon? I don't think the boss is even looking at reviews, so please don't go. Please check your horoscope.ᅲ"
c197,이성신,1,오픈시간을 좀 지켜주세요 헛걸음하게 만들지 말고요,"I need you to be on time, so don't waste your time."
a16,이세민,5,분위기 좋아요~ 대기실도 편해서 더 굿!,The atmosphere is nice. The waiting room is comfortable. It's even better!
c113,이수광,5,편안한 분위기가 너무 좋네요,I love the relaxed atmosphere.
e21,이수리무,5,홍대에서 뭐 할까 하다가 갔어요 ~ 새롭기도 하고 재미도 있고 ㅎㅎㅎ 이번에 했던 고스트 테마 말고 다른 걸로도 하려고요 ~ 이번에는 꼭 탈출할게요 +ㅁ+,I was thinking about what to do in Hongdae. It's new and fun. I'm going to do something else besides the ghost theme I did this time. I'll definitely escape this time. +m+
e314,이슬,5,다른홍대 방탈출에비해 휠씬 재미있고 저에 호기심을 자극하네요~~~^^직원분들이 천천히 설명도 잘해주시시네요. 다음에 또 갈께요.,"Compared to other Hongdae room escapees, it's so much fun and it stimulates my curiosity.~~^직원 The staff explains slowly and well. I'll go again next time."
c411,이승아,5,사장님 진짜 친절하시고 깨끗해요! 몇년째 단골임,The boss is so kind and clean! a regular for several years
c511,이승아,5,사장님 진짜 친절하시고 깨끗해요! 몇년째 단골임,The boss is so kind and clean! a regular for several years
e811,이승재,5,님들 강남에서 방탈출하실거면 꼭 여기 가세요. ㄹㅇ 다른 무논리 방탈출이랑은 비교가 안되게 재밌읍니다. 구독 추천 좋아요 누르고가요~,"If you're going to escape from Gangnam, make sure to go here. It's so much fun compared to other illogical escape rooms. Subscribe, recommend, click like."
b17,이승현_데이빗,5,텐트 사고 방문매우 굿,Tent Accident Visit Very Good
g63,이승형,5,깔끔하고 청결한 시설  아무때나 마음 편하게 갈 수 있어서 굿,Clean and clean facilities are good because you can go anytime.
c1710,이승희,1,별로예요,I don't like it.
f70,이야기꾼,5,여기 가격도 저렴하고 사장님도 친절하시고 재밌으시고 완전 좋아요 *^^*,"It's cheap here, and the boss is kind, funny, and totally good. *^^*"
b1413,이연수,5,최고예요,It's the best.
b11,이영묵,4,서울도심에서 갈수있는 남산.,Namsan which can be reached from downtown Seoul.
a46,이영석,1,레일 5개이고 금액도 비싸고  왜가는지 모르겠는..,Five rails. Expensive. I don't know why.
c1911,이영은,1,남자 사장 인상도 인성도 별로예요 가면 기분 나빠지는 곳,I don't like the impression of a man's boss or personality. Where it makes you feel bad.
f278,이영진,5,최고예요,It's the best.
g238,이오,1,"기계가 고장나서 원하는 노래 시작이 안됐는데 관리자 전화해도 받지도 않고, 다른 방에서 찾았더니 그 노래가 아예 없었음(나온지 2-3달 된 곡) 관리가 전혀 안되는듯 다신 안감","I couldn't start the song I wanted because the machine broke down, but I didn't answer the manager's call, and when I found it in another room, I couldn't manage it at all (a song that's been 2-3 months since it came out), so I'm never going to feel safe again."
b126,이온더핏,5,Wow,wow
b303,이용호,4,좋아요,Okay.
b313,이용호,4,좋아요,Okay.
b2713,이우선,5,최고예요,It's the best.
f114,이원석,1,남자 주인분인지 알바인지는 모르겠는데 엄청 불친절하네요 딱히 다시 오고 싶진 않네요,"I don't know if it's a male owner or part-time job, but it's very unkind. I don't really want to come back."
c37,이유리,5,책이 많네요 !,There are many books!
f170,이유진,2,맥주도 피자도 별 루 ~ ,"No beer, no pizza."
f1611,이윤미,5,남친이랑 가끔 가는곳인데 티라미슈도 맛있구 커피도 맛있구..>_< 놀다 먹다 놀다 먹다...ㅋㅋㅋ 여기서 다 해결됨..ㅋㅋ,I sometimes go there with my boyfriend. Tiramisu is delicious and coffee is delicious. 놀 먹다<  먹다 놀 먹다It's all settled here.LOL
a211,이정근,5,학생 입장에서 가격은 좀 부담이지만 분위기나 음식맛 괜찮고 기념일때 가서 놓기 좋은곳인거같네요,"As a student, the price is a bit burdensome, but the atmosphere and food taste are good, and it's a good place to put it on our anniversary."
f228,이정민,1,"싸가지 업다던 리뷰 보고 갈걸.. 빨간옷, 흰옷 직원 개싸.가지 없어요 가지마요

일단 안내따윈 없어요

알아서 해결해야해요

줄서도 자기보다 훨씬 뒤에 있던 사람이 먼저 들어가요

직원의 인사는 전혀 없어요

항상 똥삼킨 표정이에요

손님이 카운터에 서있어도 자기 얼굴 꾸미기 바빠요

모든건 팩틉니다

사장님 너무 안쓰럽네요 이런 사람들한테 돈주고 가게 맡기다니..접기",0
f211,이정아,5,조용하고 분위기 좋아요.  개인적으로 너무 크지 않아 더 좋네요.  만화 읽기 딱~~^^,"It's quiet and the atmosphere is nice.  Personally, it's better that it's not too big.  Reading comics is perfect.^^"
c178,이정아,5,조용하고 분위기 좋아요.  개인적으로 너무 크지 않아 더 좋네요.  만화 읽기 딱~~^^,"It's quiet and the atmosphere is nice.  Personally, it's better that it's not too big.  Reading comics is perfect.^^"
c1613,이정우,1,정말 더러움 아래층 다락방은 전부 거미줄이라 오픈된 곳에 앉았더니 떡하니 옆을 기어가는 거미들...청소를 하루이틀 안한게 아닌듯 쿠션 방석에서도 쩐내가 가득함,"It's so dirty. The attic downstairs is all cobwebs, so I sat in an open place, and the spiders crawling beside me...The cushion cushions are full as if they haven't been cleaned a day or two."
f203,이정우,1,정말 더러움 아래층 다락방은 전부 거미줄이라 오픈된 곳에 앉았더니 떡하니 옆을 기어가는 거미들...청소를 하루이틀 안한게 아닌듯 쿠션 방석에서도 쩐내가 가득함,"It's so dirty. The attic downstairs is all cobwebs, so I sat in an open place, and the spiders crawling beside me...The cushion cushions are full as if they haven't been cleaned a day or two."
f193,이정우,1,정말 더러움 아래층 다락방은 전부 거미줄이라 오픈된 곳에 앉았더니 떡하니 옆을 기어가는 거미들...청소를 하루이틀 안한게 아닌듯 쿠션 방석에서도 쩐내가 가득함,"It's so dirty. The attic downstairs is all cobwebs, so I sat in an open place, and the spiders crawling beside me...The cushion cushions are full as if they haven't been cleaned a day or two."
b10,이정준,4,좋아요,Okay.
e711,이정현,5,최고예요,It's the best.
b83,이정현,5,개들 데리고 놀기좋아요 평일 저녁7~9시 사이에 개들많이 있어요,It's good to play with dogs. There's a lot of dogs between 7 and 9 p.m. on weekdays.
b15,이정훈,5,최고예요,It's the best.
b31,이제는,1,"서울 광장은 이 정부 들어와서 국민을 기만하고 모욕한 곳입니다.  ""-""점수는 없는가요? 전 ""-""주고 싶습니다.",0
f15,이제짱이다,5,원래 보드게임 안좋아했는데 대기할곳이 없어서 잠시 갔다가 하루일정 다날린 곳이네요 ㅎㅎㅎ부르마블충인데 글로벌 보드게임까지 6시간을 하다왔어요 ㅋㅋㅋㅋ사장님 가게운영하시는 말빨에 시간가는줄 몰랐어요 ㅋㅋㅋㅋ좋아하는 게임 장르? 만 말해줘도 니즈에 맞춰서 딱딱 가져와주세요ㅎㅎ단점은 시간가는줄 몰라서 일정을 소화할수가 없다는거에요. 마치 드래곤볼 시간의방.,"I didn't like board games, but I didn't have a place to wait, so I went there for a while. I went there for 6 hours to go to the global board game. I didn't know the time was passing because of the boss's words. LOL. What's your favorite game genre? If you tell me, I want you to bring it to me according to your needs.The downside is that I can't manage my schedule because I don't know how time flies. It's like Dragon Ball Time Room."
b72,이제현,5,최고예요,It's the best.
f162,이종선,5,커피가 맛있어요~ 자리도 넓어서 개인작업하기 편하네요,"Coffee is delicious~ It's a lot of room, so it's easy to do personal work."
g71,이종찬,5,최고예요,It's the best.
c133,이준,1,야간에 가면 나이든 분 있는데 사장인지 직원인지 모르겠지만 겁나 불친절함. 잠 안와서 새벽에 갔더니 얼굴 찡그리면서 딱 분위기가 왜 이 시간에 만화 쳐보러 왔냐는 분위기. 뭐 볼까 책장 둘러보니 무슨 책 찾냐면서 신경질 적으로 반응. 책 내가 찾지 말고 찾는걸 말하라고 함. 아마도 새벽에 책정리하는데 내가 책 보면 그거 흐트러뜨릴까봐 과민반응 하는듯. 나보다 연장자라서 참았지만 욕한바가지 해주고 엎어버릴까하다가 삶이 얼마나 고단하면 저럴까하고 30분만에 나왔음. 사장이 이글보면 직원을 바꾸던가 돈을 좀 더 주던가 직원복지에 신경을 쓰쇼. 본인이 사장이면 그렇게 스트레스 받고 일할라면 접으쇼. 젖같아서 다시는 안감접기,"I don't know if you're a president or an employee, but you're incredibly unfriendly. I couldn't sleep, so I went early in the morning, and my face was frowning. The mood was like, ""Why did you come to play cartoons at this hour?"" I looked around the bookshelf and he was so nervous about what kind of book I was looking for. Tell him not to look for the book but to tell me what to look for. I probably set it up at dawn, but I'm overreacting because I'm afraid I'll mess it up when I read the book. He was older than me, so he held it in, but he cursed me and tried to turn it over, but he came out in 30 minutes thinking how hard life would be if his life would be like that. When the boss sees this, either change employees or pay more money or pay attention to employee welfare. If you're the boss, you're so stressed out and if you're working, fold it. It's like milk, so I'm never going to wash my face again."
b35,이준규,4,레스포 시승식. @파리공원,"a test drive for Lespo @Paris Park, California"
f2610,이준열,5,Best,Best
d11,이준영,1,"버스터미널 근처에서 이정도 가격에 독립성 보장되는 시간 보낼수 있는건 좋을수 있지만, 할게 없어도 너무 없음. 와이파이 비번은 받았지만 감도가 낮아서 못쓰겠고. 콘솔이든 영화든 콘텐츠가 부족함. 결국 할건 영화틀어놓는거 말고는 없는데 가성비 측면에서는 좋은 평가 주기 간당간당함","It may be good to have time for independence at this price near the bus terminal, but there is nothing to do. I got the Wi-Fi password, but I can't use it because it's too sensitive. Not enough content, whether it's a console or a movie. In the end, all I have to do is play the movie, but in terms of cost-effectiveness, it's a good evaluation cycle."
e76,이준호,1,"별하나가 아깝다.
자물쇠에 대해서만 어느정도 설명하고 
나머지는 프린트물로 대체했고
분명히 불켜지면 시작하라는 말에 2-3 분 가까이를 기다렸지만
켜지지 않아 문의하니 원래 어둡게 시작하는 거란다.
그럼 말부터 똑바로 해야하지 않을까? 
알바생 교육도 제대로 시키지 않은 듯 하고
좁은 방에서 작동도 제대로 되지 않는 기구 하며,
관리를 정말 하지 않는듯한 느낌을 지울 수 없었다.
더구나 끝나고 나오니 폴라로이드 필름이 떨어졌다며 그냥 가시면 된다는 말이 돈받고 끝났으니 더이상은 신경 안써도 되겠다는 
마인드가 깔려있는 듯해 기분이 매우 나빴다.
적어도 못해주는 것에 대해서 사과나 
다른 대안이라도 제시해야하는게 아니었을까? 
다시는 안 간다. 이 방탈출 이름을 걸고 하는 모든 곳에 대해
부정적인 인식이 생겼다. 접기",0
f147,이지,4,고양이 얌전하구 아늑하구 카라멜마끼야또는 아쉽구 웹툰 만화책 더많이 들어왓으면 헤헤,"Cats are gentle, cozy, caramel macchiato is sad if more webtoon comic books come in hehe"
f157,이지,4,고양이 얌전하구 아늑하구 카라멜마끼야또는 아쉽구 웹툰 만화책 더많이 들어왓으면 헤헤,"Cats are gentle, cozy, caramel macchiato is sad if more webtoon comic books come in hehe"
b112,이지혜,5,한강 근처에서 살고 있어서 좋은 첫번째 이유인 장소. 너무 좋아요♡,The first good reason to live near the Han River is the place. I love it so much.
e19,이진,5,오늘나는 탈출은 못했지만 최고에요! 장치오류 저는 잘 모르겠고 직원들 친절하고 좋았어요.ㅠㅠ 탈출했으면 더 좋았겠지만 끝까지 풀게 해주셔서 그걸로 만족합니다.,"I couldn't escape today, but it's the best! I don't know about the device error and the employees were kind and nice.ᅲ 탈출 It would have been better if I escaped, but I'm satisfied with it because you let me untie it until the end."
f26,이진국,5,사장님이 추천해주신 게임이 지렸음ㅋㅋ 설명을 잘해주셨는데 1등하지 못한게 아쉽... 데이트하거나 친구끼리 술내기게임 하기 괜춘함!!,"The game that the boss recommended was a good explanation, but it's too bad that I didn't win first place. I don't want to go on a date or have a drinking game with my friends."
g3213,이찬,1,주인이랑 마주칠 일 별로 없는 코노에서 불친절하다고 느끼기가 쉬운 일이 아닌데 참 대단하심. 공짜로 열어주는데 내가 염치없이 쓰고 있나 하는 착각이 들 정도의 태도,"It's not easy to feel unfriendly in a coin karaoke room where you don't have much chance to run into your owner, but it's amazing. a free-for-all attitude that makes me feel like I'm spending it."
a48,이찬국,5,최고예요,It's the best.
f188,이찬미,3,"음식 맛은 없지만, 만화만 볼거면 그냥저냥 ㄱㅊ","The food doesn't taste good, but if you're just going to watch a cartoon, you're just go."
a811,이창렬,1,별로예요,I don't like it.
g2112,이창해,5,처음가봤는데 음향이 좋네요 혼자가도 짱짱임 ㅋㅋ ,I've never been there before. It has a good sound. You're the best when you're alone.
b20,이창희,5,억새축제+핑크뮬리+댑싸리,Sparrow Festival+Pink Muli+Dapsari
f15,이철,5,매장 분위기도 좋고 게임도 다양해서 좋았는데 제일 좋았던건 사장님이랑 직원분들이 정말 열정적이어서 좋았어요 ㅋㅋㅋ 설명 잘하는 집이라고 뭐 앞에 쓸만하네요 담에 또 갑니다.  ,"I liked the atmosphere of the store and the games were various, but the best thing was that the boss and the staff were so passionate. It's a good place to explain. It's a good place to go."
a312,이태용,1,"불친절불친절불친절. 사람이 많아서 웨이팅 손님을 위해 탁구, 게임기 등 다양하게 구비했지만 그냥 직원의 말투나 표정이 모든 것을 망치고 있다.","unkind, unfriendly, unfriendly Due to the large number of people, the company has prepared a variety of table tennis and game consoles for the waiting guests, but the employee's speech and expression are ruining everything."
a115,이태율,1,진짜 저희팀이 볼링을 잘 못해서 자꾸 레일에 걸리니까 화내시네요 전 지금까지 여기 많이 오면서 오늘 처음 걸렸는데 저희 팀원이 걸렸다고 저한테 부모님이 물어주실거냐고 망가지지도않았는데 5000만원을 물어내라고 하시네요  누굴바보로 아는지 진짜로여기 여성 직원분들 인신공격을 하고 싶을 정도로 쓰레기시네요                                 진짜  정기적으로 볼링장 온다고  막 대하고 올때마다  표정 찡그리는 여자 직원들 짜증네요2주마다 온다고 진짜 우리가 호군줄 아나? 진짜 내가 장담하는데 아주머니 직원 2명 안짜르면 여긴 망한다 평점0점주고 싶다접기,"My team is really bad at bowling so they keep getting caught in the rails. It's my first time getting caught here. My parents didn't even ask me if I was going to get caught, but they want me to pay 50 million won.  Who do you know? You're such a scumbag that you want to make a personal attack on these female employees.                                 It's annoying to see female employees frowning every time they come to the bowling alley on a regular basis. They come every two weeks. Do you really think we're being nice? I'm telling you, if you don't hire two of your employees, we're doomed. I want to give you a zero.Folding"
e107,이태은,5,ㅜ.ㅜ 아 왜 몰랐징 카페루미.. 괜히 비싼돈주고 앉아있었넹.. ~_~ 이젠 카페루미가서 뒹굴거릴거에용,ᅮᅮᅮ Why didn't you know about the cafe crane? I shouldn't have paid you so much. I'm going to be a cafe lumi now.
f161,이태은,5,ㅜ.ㅜ 아 왜 몰랐징 카페루미.. 괜히 비싼돈주고 앉아있었넹.. ~_~ 이젠 카페루미가서 뒹굴거릴거에용,ᅮᅮᅮ Why didn't you know about the cafe crane? I shouldn't have paid you so much. I'm going to be a cafe lumi now.
e97,이태은,5,ㅜ.ㅜ 아 왜 몰랐징 카페루미.. 괜히 비싼돈주고 앉아있었넹.. ~_~ 이젠 카페루미가서 뒹굴거릴거에용,ᅮᅮᅮ Why didn't you know about the cafe crane? I shouldn't have paid you so much. I'm going to be a cafe lumi now.
g24,이태호,5,이태원에 없어서 아쉬웠는데! 시설도 깔끔하고 너무 좋습니다!!,I was sad that I wasn't in Itaewon! The facilities are clean and great!!
c192,이프,4,사람이 없어서 오히려 좋음ㅎㅎ 가격이 싼건 아니지만 타 만화카페랑 비슷함! 롯데몰을 자주가서 정액권을 끊은 적이 있는데 그럼 정말 좋다,"It's good to have no one. It's not cheap, but it's similar to other comic cafes! I used to go to Lotte Mall often and bought a flat ticket. That would be great."
b28,이하닮,5,최고예요,It's the best.
f102,이하린,5,보드게임도 많고 분위기도 좋아요,There's a lot of board games and the atmosphere is great.
f92,이하린,5,보드게임도 많고 분위기도 좋아요,There's a lot of board games and the atmosphere is great.
f2614,이하영,2,조금 아쉬워요,It's a little disappointing.
f111,이한설,1,시설 서비스...다 좀.. 알바생도 좀 그래요,Facilities Services...They're all... part-timers are kind of like that.
g85,이해성,1,하나도 아깝다.. 10시에 연다고 해놓고 평소에 올사람  많이없다고 생각했는지 태업하네요,"What a waste. You said you'd open at 10 o'clock, but you thought you didn't have a lot of people to come."
c912,이해인,1,애써찾아갔는데 없는곳이네요^^,"I tried to find it, but it wasn't there.^^"
c1012,이해인,1,애써찾아갔는데 없는곳이네요^^,"I tried to find it, but it wasn't there.^^"
f2612,이해준,5,최고예요,It's the best.
c21,이현우,5,정말 친절하고 깨끗합니다,It's very kind and clean.
f181,이현정,5,뱀파이어?방인가 너무 재밌게 하고왓어요. 활동적이라 재밌었고 장치위주라서 좋았네요,Vampire? I had so much fun in the room. It was fun to be active and it was good to be device-oriented.
e210,이현정,5,뱀파이어?방인가 너무 재밌게 하고왓어요. 활동적이라 재밌었고 장치위주라서 좋았네요,Vampire? I had so much fun in the room. It was fun to be active and it was good to be device-oriented.
f1611,이현주,5,24시간이라서 늦게까지 친구들이랑 놀때 가끔 가서 놀면서 쉬기도 하는데 좋더라구여~,"It's 24 hours, so when I hang out with my friends late at night, I sometimes go play and rest, but it's nice."
f312,이현준,5,그냥 지나가다 별기대없이 여자친구랑 들렸는데 재미지게 놀다가요. 다음에 근처에 가게되면 꼭 다시 들리겠습니다 사진 많이 찍고 가요~~,I just stopped by with my girlfriend and had a lot of fun. I'll make sure to stop by again the next time I get near. Take lots of pictures and go!
b2910,이혜인,1,별로예요,I don't like it.
c112,이혜진,1,최악이야 너무 시끄러워 애기들,"It's the worst. It's too loud, babies."
f223,이혜진,1,최악이야 너무 시끄러워 애기들,"It's the worst. It's too loud, babies."
c93,이호재,5,맥주도 팔고 자리도 편하고 밤새거나 쉴 때 참 좋은거 같아요.,"They sell beer, their seats are comfortable, and I think it's good for staying up all night or resting."
c103,이호재,5,맥주도 팔고 자리도 편하고 밤새거나 쉴 때 참 좋은거 같아요.,"They sell beer, their seats are comfortable, and I think it's good for staying up all night or resting."
e16,이효중(IPTV KOREA),5,편안하고 좋아요,It's comfortable and nice.
f21,이희원,1,밤에 갔는데 남자직원 싸가지도 없고 손님 깔보는 태도 밟아버리고 싶었어요! 그리고 준비된 보드게임도 별로 없네요,"I was there at night, and there was no male staff, and I wanted to take a look down on you! And there aren't many board games available."
c613,익명,1,금요일 밤 11시에 근무하는 머리 긴 여자 분 정말 불친절해요ㅋㅋㅋㅋㅋ 일하는 내내 표정 썩어있고 음료 줄때 거의 던지다시피 주는건 왜그런거에요? 일하기 싫음 제발 관두세요 ㅜㅜ 왜 만화보러간 손님들이 기분 나빠야되나요????? ,"The long-haired woman who works Friday night at 11:00 is really unkind.LOL LOL Why is it like that when you're giving me a drink and your expression is rotten all the time? If you don't want to work, please quit. ᅮᅮᅮ Why should the customers who went to watch cartoons feel bad?"
e49,익명,1,직원 실수로 자물쇠가 풀려있어서 더이상 진행을 못하고 나옴. 사람이 하는일인지라 실수까지는 어떻게 이해해보겠는데 그 이후 직원과 사장의 대처가 아주 엉망이라 다시는 방문하고싶지 않은곳.,"The employee's fault has unlocked the lock, so we can't proceed any further. It's a man's job, so I'll try to understand his mistakes, but since then, the staff and the president's handling of the situation has been so messed up that I don't want to visit again."
e59,익명,1,직원 실수로 자물쇠가 풀려있어서 더이상 진행을 못하고 나옴. 사람이 하는일인지라 실수까지는 어떻게 이해해보겠는데 그 이후 직원과 사장의 대처가 아주 엉망이라 다시는 방문하고싶지 않은곳.,"The employee's fault has unlocked the lock, so we can't proceed any further. It's a man's job, so I'll try to understand his mistakes, but since then, the staff and the president's handling of the situation has been so messed up that I don't want to visit again."
a41,익명,1,볼링 래인이랑 가격때매 가는 곳 직원들 몇천원이라도 더 받아먹으려는 수작 ○○○ 부려요 싸가지 개 없음,"The bowling lane and the people who go for the price, they're trying to get a few thousand won more for you, ○○○ is so cheap."
e69,익명,5,최고최고최고!!!!! 노원더메이즈와건대엑스케이프이후로제대로된방탈출!!! 사립고 살인사건 필수진짜ㅜㅠ,"Best, best, best!!!!! After Nowon The Maze and Gaeun Xcape, room escape!!! Murder at a private high school is a must."
g243,익명의 사람,2,12시쯤에 가서 서비스 30분 30분 받앗음 마이크는 뚝뚝 끊기고 버튼이 잘 안눌림..ㅜ 시설도 뭐 엄청 좋은건 아니지만 .. ,"I went there around noon and got half an hour of service. The microphone snapped and the button didn't press well.The facilities aren't very good, but..."
g253,익명의 사람,2,12시쯤에 가서 서비스 30분 30분 받앗음 마이크는 뚝뚝 끊기고 버튼이 잘 안눌림..ㅜ 시설도 뭐 엄청 좋은건 아니지만 .. ,"I went there around noon and got half an hour of service. The microphone snapped and the button didn't press well.The facilities aren't very good, but..."
c123,인간은무엇으로사는가,5,만화방이 갖춰야 할 모든 것을 갖춘 곳,Where the comic book store has everything it needs to have.
b310,인서아빠,5,서울 중심부에 있는 공원이라서 야경이 멋져요~ 기차소리도 잘 어울립니다~,"It's a park in central Seoul, so the night view is great. The sound of the train goes well with it."
c1710,인정,5,최고예요,It's the best.
f217,인화,5,"2주전에 남자친구랑 함께 갔다 왔는데~ 가격도 착하고, 분위기도 좋고, 정말 좋았어요~연인들 강츄~~","I went with my boyfriend two weeks ago. The price was nice, the atmosphere was nice, and it was really nice.Lovers, Kang Chu~~"
a24,일,1,"공상태, 바닥상태 엉망.  일요일 여자 카운터 알바 노친절","Air space, floor conditions, mess.  Sunday Women's Counter Alba No Friendly Day"
f23,일,4,시간 제한 없어서 좋아요 여친이 종류가 별로 없다고 하요,I'm glad there's no time limit. My girlfriend says she doesn't have many types.
g63,임검제,1,자주가던 곳이었는데 가격을 갑자기 천원에 2곡으로 올림.. 오늘갔다가 깜짝놀래서 그냥 나옴... 너무비싸서 낮은별점...,"I used to go there often, but I suddenly raised the price to two songs for 1,000 won. I went there today and I was surprised, so I just left... It's too expensive, so low stars..."
e103,임관혁,5,첫 방탈출을 라스트이스케이프에서 하게 되어 방탈출에 중독되어 버렸어요! 짱짱,I got addicted to room escape because I got my first room escape from Last Icecape! The best
